1.100 -.12385576E+01
1.114 -.18732728E+01
1.128 -.24586976E+01
1.142 -.29476604E+01
1.156 -.34003146E+01
1.170 -.37608787E+01
1.184 -.40823208E+01
1.198 -.43635409E+01
1.212 -.45900715E+01
1.226 -.47650230E+01
1.240 -.49342838E+01
1.254 -.50516246E+01
1.268 -.51556529E+01
1.282 -.52661847E+01
1.296 -.53011223E+01
1.310 -.53616999E+01
1.324 -.53788900E+01
1.338 -.53837613E+01
1.352 -.53863299E+01
1.366 -.53731809E+01
1.380 -.53595469E+01
1.394 -.53162102E+01
1.408 -.52747673E+01
1.422 -.52271656E+01
1.436 -.51804459E+01
1.450 -.51029240E+01
1.464 -.50510493E+01
1.478 -.49784551E+01
1.492 -.49122914E+01
1.506 -.48280555E+01
1.520 -.47489677E+01
1.534 -.46833085E+01
1.548 -.46103797E+01
1.562 -.45167882E+01
1.576 -.44480396E+01
1.590 -.43531200E+01
1.604 -.42758971E+01
1.618 -.41978993E+01
1.632 -.40994621E+01
1.646 -.40146243E+01
1.660 -.39385219E+01
1.674 -.38561148E+01
1.688 -.37846658E+01
1.702 -.37075130E+01
1.716 -.36174012E+01
1.730 -.35515407E+01
1.744 -.34832824E+01
1.758 -.34177518E+01
1.772 -.33299134E+01
1.786 -.32707642E+01
1.800 -.31991009E+01
